Order ID,Customer Age,Bike Value,Existing Customer?,Date,Store - Bike
503,32,652,Yes,06/05/2021,London - Road
504,48,1616,Yes,01/07/2021,London - Road
505,34,885,No,15/09/2021,Leeds - Mountain
506,31,1913,No,02/08/2021,Birmingham - Mountain
507,46,742,No,12/03/2021,Leeds - Mountain
508,34,1083,No,17/06/2021,Birmingham - Mountain
509,26,1628,Yes,14/03/2021,Manchester - Gravel
510,32,1234,Yes,08/03/2021,Manchester - Gravel
511,43,1656,Yes,14/09/2021,York - Road
512,33,786,No,12/11/2021,York - Road
513,50,1931,No,30/04/2021,York - Road
514,49,1238,No,23/08/2021,York - Road
515,41,927,No,02/04/2021,York - Mountain
516,43,804,Yes,25/06/2021,London - Mountain
517,44,889,Yes,11/06/2021,London - Mountain
518,38,1489,Yes,03/05/2021,London - Mountain
519,29,989,No,28/07/2021,London - Gravel
520,40,767,No,13/03/2021,Leeds - Gravel
521,41,1301,No,04/04/2021,Birmingham - Road
522,27,574,No,16/06/2021,Leeds - Road
523,33,563,Yes,11/07/2021,Birmingham - Road
524,44,1497,Yes,15/10/2021,Manchester - Road
525,25,903,Yes,09/12/2021,Manchester - Mountain
526,48,417,No,30/05/2021,York - Mountain
527,29,1327,No,26/04/2021,York - Mountain
528,28,1195,No,07/08/2021,York - Mountain
529,26,1687,No,08/05/2021,York - Gravel
530,49,805,Yes,30/05/2021,York - Gravel
531,29,1146,Yes,15/04/2021,London - Road
532,37,803,Yes,05/07/2021,London - Road
533,40,785,No,20/02/2021,London - Road
534,38,524,No,19/10/2021,London - Road
535,48,1599,No,12/07/2021,Leeds - Mountain
536,38,1532,No,14/03/2021,Birmingham - Mountaen
537,37,453,Yes,22/10/2021,Leeds - Mountain
538,30,1137,Yes,14/04/2021,Birmingham - Mountain
539,31,1884,Yes,23/11/2021,Manchester - Graval
540,35,1966,No,17/03/2021,Manchester - Gravel
541,39,1430,No,19/11/2021,York - Road
542,42,1772,No,28/07/2021,York - Road
543,50,1219,No,08/05/2021,York - Road
544,32,955,Yes,12/09/2021,York - Road
545,43,410,Yes,09/06/2021,York - Mountain
546,28,961,Yes,27/04/2021,London - Mountain
547,82,1854,No,02/07/2021,London - Mountain
548,31,1697,No,07/07/2021,London - Mountain
549,40,1507,No,25/02/2021,London - Gravel
550,33,1119,No,05/10/2021,Leeds - Gravel
551,28,1972,Yes,12/02/2021,York - Road
552,39,1609,Yes,25/01/2021,York - Road
553,41,836,Yes,13/07/2021,York - Road
554,35,464,No,21/04/2021,York - Road
555,48,1820,No,18/10/2021,York - Mountain
556,28,1008,No,30/07/2021,London - Mountain
557,50,1312,No,21/10/2021,London - Mountain
558,31,809,Yes,10/02/2021,London - Mountain
559,50,1953,Yes,24/01/2021,London - Gravel
560,38,1605,Yes,11/09/2021,Leeds - Gravel
561,40,1562,No,21/02/2021,Birmingham - Road
562,29,798,No,13/09/2021,Leeds - Road
563,38,1699,No,05/09/2021,Birmingham - Road
564,40,1394,No,25/05/2021,Manchester - Road
565,50,879,Yes,04/07/2021,Manchester - Mountain
566,37,622,Yes,03/04/2021,York - Mountain
567,41,1568,Yes,08/08/2021,York - Mountaen
568,25,990,No,04/10/2021,York - Mountain
569,27,1704,No,09/03/2021,York - Gravel
570,25,1406,No,17/11/2021,York - Gravel
571,29,888,No,18/11/2021,London - Road
572,25,1570,Yes,07/06/2021,London - Road
573,48,1146,Yes,21/10/2021,London - Road
574,39,472,Yes,18/08/2021,London - Road
575,45,1593,No,09/03/2021,Leeds - Mountain
576,34,662,No,10/07/2021,Birmingham - Mountain
577,38,1861,No,22/11/2021,Leeds - Mountain
578,40,1703,No,10/09/2021,Birmingham - Mountain
579,50,652,Yes,28/03/2021,Manchester - Gravel
580,36,1970,Yes,27/05/2021,Manchester - Gravel
581,27,974,Yes,07/11/2021,York - Road
582,33,1375,No,07/04/2021,York - Rowd
583,41,474,No,29/10/2021,York - Road
584,25,1442,No,07/05/2021,York - Road
585,25,965,No,23/07/2021,York - Mountain
586,46,1517,Yes,10/10/2021,London - Mountain
587,25,1355,Yes,10/10/2021,London - Mountain
588,31,1799,Yes,12/07/2021,London - Mountain
589,26,427,No,17/05/2021,London - Gravel
590,31,756,No,02/09/2021,Leeds - Gravel
591,40,1308,No,23/05/2021,Birmingham - Road
592,38,908,No,11/07/2021,Leeds - Road
593,33,1386,Yes,11/10/2021,Birmingham - Road
594,38,1083,Yes,09/03/2021,Manchester - Rood
595,47,1762,Yes,20/01/2021,Manchester - Mountain
596,28,639,No,06/07/2021,York - Mountain
597,25,1509,No,30/03/2021,York - Mountain
598,46,532,No,03/06/2021,York - Mountain
599,45,1131,No,28/01/2021,York - Gravel
600,42,3946,Yes,05/09/2021,York - Gravel
601,25,1731,Yes,04/06/2021,London - Rowd
602,38,3480,Yes,22/09/2021,London - Road
603,44,2968,No,02/03/2021,London - Road
604,46,1554,No,01/04/2021,London - Road
605,31,1870,No,18/07/2021,Leeds - Mountain
606,30,3839,No,25/09/2021,York - Mountain
607,47,4542,Yes,07/07/2021,York - Mountain
608,44,2146,Yes,22/05/2021,York - Mountain
609,50,3189,Yes,29/08/2021,York - Gravel
610,35,2248,No,11/04/2021,York - Gravel
611,25,1256,No,12/09/2021,London - Road
612,49,4847,No,22/07/2021,London - Road
613,33,4128,No,11/06/2021,London - Road
614,35,2743,Yes,27/07/2021,London - Road
615,33,3978,Yes,10/02/2021,Leeds - Mountain
616,49,4844,Yes,06/11/2021,Birmingham - Mountaen
617,27,4548,No,26/10/2021,Leeds - Mountain
618,41,1468,No,11/06/2021,Birmingham - Mountain
619,44,3008,No,07/12/2021,Manchester - Gravel
620,49,1314,No,02/03/2021,Manchester - Graval
621,47,3504,Yes,21/06/2021,York - Rood
622,35,2483,Yes,05/02/2021,York - Rood
623,41,4604,Yes,10/05/2021,York - Road
624,29,4111,No,08/11/2021,York - Road
625,40,4582,No,23/01/2021,York - Mountain
626,29,1466,No,19/11/2021,London - Mountain
627,47,4315,No,10/03/2021,London - Mountain
628,42,3741,Yes,25/08/2021,London - Mountain
629,31,1550,Yes,07/11/2021,London - Gravel
630,33,2348,Yes,29/06/2021,Leeds - Gravel
631,46,2395,No,30/08/2021,Birmingham - Road
632,31,2150,No,19/09/2021,Leeds - Road
633,41,2102,No,19/02/2021,Birmingham - Road
634,32,4873,No,23/11/2021,Manchester - Road
635,37,3568,Yes,04/03/2021,Manchester - Mountain
636,39,2822,Yes,05/05/2021,York - Mountain
637,47,4454,Yes,30/05/2021,York - Mountain
638,37,2113,No,18/11/2021,York - Mountain
639,34,4398,No,23/03/2021,York - Gravel
640,46,3714,No,06/11/2021,York - Gravel
641,34,2559,No,22/11/2021,London - Road
642,38,3956,Yes,25/05/2021,London - Road
643,28,4538,Yes,27/06/2021,London - Road
644,50,1536,Yes,09/08/2021,London - Rood
645,40,4713,No,08/07/2021,Leeds - Mountain
646,36,3565,No,21/11/2021,Birmingham - Mountain
647,30,3130,No,11/04/2021,Leeds - Mountain
648,42,4912,No,07/12/2021,Birmingham - Mountain
649,47,3299,Yes,30/10/2021,Manchester - Gravel
650,49,4845,Yes,31/01/2021,Manchester - Gravel
651,40,2597,Yes,29/01/2021,York - Road
652,32,2898,No,05/01/2021,York - Road
653,43,2461,No,21/07/2021,York - Road
654,29,1918,No,29/04/2021,York - Road
655,41,3129,No,09/11/2021,York - Mountain
656,29,4420,Yes,13/01/2021,London - Mountain
657,41,3450,Yes,07/01/2021,London - Mountain
658,39,2635,Yes,08/05/2021,London - Mountain
659,36,4086,No,28/04/2021,London - Gravel
660,29,1105,No,15/07/2021,Leeds - Gravel
661,50,4425,No,17/07/2021,York - Road
662,36,1122,No,28/09/2021,York - Road
663,34,1631,Yes,12/04/2021,York - Road
664,28,3062,Yes,13/09/2021,York - Road
665,29,4459,Yes,10/10/2021,York - Mountain
666,33,1396,No,22/03/2021,London - Mountain
667,25,4814,No,01/06/2021,London - Mountain
668,42,2078,No,21/11/2021,London - Mountain
669,28,2529,No,21/07/2021,London - Gravel
670,28,3056,Yes,02/11/2021,Leeds - Gravel
671,38,1399,Yes,25/07/2021,Birmingham - Road
672,36,1802,Yes,11/04/2021,Leeds - Road
673,43,3255,No,06/04/2021,Birmingham - Road
674,43,1060,No,09/10/2021,Manchester - Road
675,48,1703,No,03/04/2021,Manchester - Mountain
676,50,3384,No,16/06/2021,York - Mountain
677,28,2135,Yes,19/05/2021,York - Mountain
678,30,4621,Yes,02/05/2021,York - Mountain
679,26,1684,Yes,28/11/2021,York - Gravel
680,47,4113,No,27/10/2021,York - Gravel
681,29,4072,No,24/08/2021,London - Road
682,30,1208,No,24/05/2021,London - Road
683,26,3580,No,29/05/2021,London - Road
684,42,3558,Yes,11/11/2021,London - Road
685,25,1926,Yes,22/02/2021,Leeds - Mountain
686,35,4714,Yes,13/05/2021,Birmingham - Mountain
687,35,1334,No,12/07/2021,Leeds - Mountain
688,27,4736,No,27/03/2021,Birmingham - Mountain
689,29,2893,No,26/07/2021,Manchester - Gravel
690,48,3743,No,10/07/2021,Manchester - Gravel
691,27,3095,Yes,20/03/2021,York - Road
692,30,2810,Yes,27/02/2021,York - Road
693,32,3433,Yes,10/09/2021,York - Road
694,48,3102,No,28/08/2021,York - Road
695,34,4038,No,16/07/2021,York - Mountain
696,26,2844,No,05/02/2021,London - Mountain
697,33,2552,No,08/05/2021,London - Mountain
698,31,4453,Yes,13/04/2021,London - Mountain
699,39,3790,Yes,26/09/2021,London - Gravel
700,46,1127,Yes,18/08/2021,Leeds - Gravel
701,39,4191,No,08/06/2021,Birmingham - Road
702,42,1180,No,09/07/2021,Leeds - Road
703,46,3711,No,29/04/2021,Birmingham - Road
704,25,1581,No,25/04/2021,Manchester - Road
705,34,4463,Yes,03/03/2021,Manchester - Mountain
706,49,3469,Yes,04/08/2021,York - Mountain
707,35,4307,Yes,21/07/2021,York - Mountain
708,46,3765,No,01/10/2021,York - Mountain
709,45,4553,No,02/02/2021,York - Gravel
710,28,2619,No,23/07/2021,York - Gravel
711,36,4029,No,18/04/2021,London - Road
712,44,4000,Yes,09/07/2021,London - Road
713,45,2995,Yes,20/10/2021,London - Road
714,48,4607,Yes,21/05/2021,London - Road
715,31,1736,No,09/07/2021,Leeds - Mountain
716,30,4123,No,30/08/2021,York - Mountain
717,26,2130,No,10/02/2021,York - Mountain
718,28,3909,No,25/04/2021,York - Mountain
719,43,2087,Yes,14/09/2021,York - Graval
720,48,3385,Yes,14/09/2021,York - Gravel
721,44,4491,Yes,12/06/2021,London - Road
722,33,1609,No,16/02/2021,London - Road
723,39,4105,No,01/10/2021,London - Rood
724,43,2019,No,19/04/2021,London - Road
725,41,3881,No,16/03/2021,Leeds - Mountain
726,49,4794,Yes,25/10/2021,Birmingham - Mountain
727,46,2217,Yes,29/04/2021,Leeds - Mountain
728,46,1974,Yes,22/07/2021,Birmingham - Mountain
729,29,4924,No,04/08/2021,Manchester - Gravel
730,33,1267,No,21/01/2021,Manchester - Gravel
731,26,2002,No,08/03/2021,York - Road
732,28,3356,No,11/07/2021,York - Road
733,46,1833,Yes,15/04/2021,York - Road
734,25,4588,Yes,11/08/2021,York - Road
735,36,1930,Yes,28/01/2021,York - Mountain
736,38,4064,No,18/02/2021,London - Mountaen
737,39,4189,No,04/07/2021,London - Mountain
738,49,1442,No,03/09/2021,London - Mountain
739,36,1353,No,25/10/2021,London - Gravel
740,47,3167,Yes,01/11/2021,Leeds - Gravel
741,32,2456,Yes,21/03/2021,Birmingham - Road
742,40,2391,Yes,14/09/2021,Leeds - Road
743,50,4013,No,25/07/2021,Birmingham - Road
744,35,1506,No,18/08/2021,Manchester - Road
745,50,3048,No,17/03/2021,Manchester - Mountain
746,31,1972,No,08/06/2021,York - Mountain
747,32,3329,Yes,23/01/2021,York - Mountain
748,27,2065,Yes,06/11/2021,York - Mountain
749,43,3666,Yes,11/09/2021,York - Gravel
750,39,3199,No,30/04/2021,York - Gravel
751,36,4750,No,29/01/2021,London - Road
752,43,1601,No,10/01/2021,London - Road
753,47,4705,No,18/02/2021,London - Road
754,45,2468,Yes,26/06/2021,London - Road
755,40,1394,Yes,10/05/2021,Leeds - Mountain
756,42,2074,Yes,23/08/2021,Birmingham - Mountain
757,38,1475,No,22/08/2021,Leeds - Mountain
758,36,3884,No,28/07/2021,Birmingham - Mountain
759,38,4303,No,13/03/2021,Manchester - Gravel
760,31,3371,No,02/10/2021,Manchester - Gravel
761,27,3021,Yes,21/03/2021,York - Road
762,26,1010,Yes,10/06/2021,York - Road
763,30,1503,Yes,23/07/2021,York - Road
764,26,3853,No,15/08/2021,York - Road
765,40,4281,No,22/02/2021,York - Mountain
766,49,1092,No,29/09/2021,London - Mountain
767,42,1217,No,02/06/2021,London - Mountain
768,45,4235,Yes,23/07/2021,London - Mountain
769,35,3380,Yes,27/11/2021,London - Gravel
770,50,3724,Yes,05/08/2021,Leeds - Gravel
771,30,3426,No,14/04/2021,York - Road
772,43,3314,No,19/07/2021,York - Road
773,88,4797,No,03/12/2021,York - Road
774,37,3014,No,20/06/2021,York - Road
775,39,1081,Yes,28/08/2021,York - Mountain
776,38,3067,Yes,10/04/2021,London - Mountain
777,32,2185,Yes,21/06/2021,London - Mountain
778,37,3247,No,18/03/2021,London - Mountain
779,33,1229,No,18/08/2021,London - Graval
780,44,1626,No,30/08/2021,Leeds - Gravel
781,43,3619,No,26/08/2021,Birmingham - Road
782,38,3049,Yes,30/08/2021,Leeds - Road
783,40,1308,Yes,18/02/2021,Birmingham - Road
784,39,1650,Yes,17/05/2021,Manchester - Road
785,38,3001,No,24/07/2021,Manchester - Mountain
786,47,4099,No,27/01/2021,York - Mountain
787,33,4882,No,24/06/2021,York - Mountain
788,38,2614,No,10/10/2021,York - Mountain
789,34,2442,Yes,23/02/2021,York - Gravel
790,48,1366,Yes,11/05/2021,York - Gravel
791,48,2080,Yes,19/10/2021,London - Rood
792,41,2515,No,04/04/2021,London - Road
793,36,3334,No,07/10/2021,London - Road
794,47,4929,No,22/03/2021,London - Road
795,27,1013,No,25/06/2021,Leeds - Mountain
796,50,3541,Yes,19/08/2021,Birmingham - Mountain
797,26,4911,Yes,06/11/2021,Leeds - Mountain
798,27,4348,Yes,20/07/2021,Birmingham - Mountain
799,48,1417,No,29/06/2021,Manchester - Gravel
800,33,1174,No,06/07/2021,Manchester - Gravel
801,25,2054,No,25/06/2021,York - Road
802,47,3656,No,28/05/2021,York - Road
803,43,2808,Yes,10/12/2021,York - Road
804,42,1291,Yes,22/05/2021,York - Road
805,40,3107,Yes,20/05/2021,York - Mountain
806,43,3931,No,11/09/2021,London - Mountain
807,28,4396,No,28/06/2021,London - Mountain
808,35,2743,No,27/07/2021,London - Mountain
809,37,1460,No,27/09/2021,London - Gravel
810,26,3509,Yes,02/11/2021,Leeds - Gravel
811,32,3039,Yes,01/11/2021,Birmingham - Road
812,39,3939,Yes,30/06/2021,Leeds - Road
813,28,3688,No,19/02/2021,Birmingham - Road
814,39,2831,No,10/03/2021,Manchester - Road
815,49,4499,No,18/03/2021,Manchester - Mountain
816,50,4960,No,19/07/2021,York - Mountain
817,28,1979,Yes,24/04/2021,York - Mountain
818,27,1943,Yes,18/10/2021,York - Mountain
819,35,4246,Yes,06/09/2021,York - Gravel
820,34,1701,No,22/06/2021,York - Graval
821,49,3656,No,10/10/2021,London - Road
822,45,3668,No,18/09/2021,London - Road
823,41,3117,No,05/09/2021,London - Road
824,30,1580,Yes,03/02/2021,London - Road
825,49,3514,Yes,25/04/2021,Leeds - Mountain
826,33,4461,Yes,03/03/2021,York - Mountain
827,41,4049,No,26/03/2021,York - Mountain
828,25,3295,No,04/10/2021,York - Mountain
829,28,1777,No,20/11/2021,York - Gravel
830,27,3971,No,28/11/2021,York - Gravel
831,44,1185,Yes,20/03/2021,London - Road
832,50,4184,Yes,18/09/2021,London - Road
833,28,3423,Yes,21/05/2021,London - Road
834,36,1313,No,05/11/2021,London - Road
835,28,1608,No,31/01/2021,Leeds - Mountain
836,50,3673,No,20/03/2021,Birmingham - Mountain
837,47,3633,No,23/05/2021,Leeds - Mountain
838,34,3080,Yes,11/03/2021,Birmingham - Mountain
839,40,4959,Yes,07/02/2021,Manchester - Gravel
840,47,4349,Yes,13/05/2021,Manchester - Gravel
841,42,1152,No,01/04/2021,York - Road
842,37,1095,No,16/04/2021,York - Rood
843,39,3221,No,16/05/2021,York - Road
844,36,1154,No,03/03/2021,York - Road
845,43,2314,Yes,15/04/2021,York - Mountain
846,34,2937,Yes,02/06/2021,London - Mountain
847,43,3928,Yes,01/10/2021,London - Mountain
848,30,2236,No,24/08/2021,London - Mountain
849,36,3494,No,27/01/2021,London - Gravel
850,26,3237,No,06/05/2021,Leeds - Gravel
851,43,1058,No,20/02/2021,Birmingham - Road
852,43,1950,Yes,08/04/2021,Leeds - Road
853,40,4762,Yes,18/03/2021,Birmingham - Road
854,26,4772,Yes,18/08/2021,Manchester - Road
855,48,2885,No,29/05/2021,Manchester - Mountain
856,49,3553,No,20/11/2021,York - Mountain
857,40,4498,No,16/08/2021,York - Mountain
858,50,3374,No,25/04/2021,York - Mountain
859,45,3048,Yes,30/08/2021,York - Gravel
860,45,2073,Yes,28/01/2021,York - Gravel
861,40,1738,Yes,23/06/2021,London - Road
862,26,3664,No,05/03/2021,London - Road
863,29,2114,No,02/02/2021,London - Road
864,26,2910,No,23/07/2021,London - Road
865,35,2015,No,15/06/2021,Leeds - Mountain
866,49,1622,Yes,23/03/2021,Birmingham - Mountain
867,47,3889,Yes,27/09/2021,Leeds - Mountain
868,27,4641,Yes,02/09/2021,Birmingham - Mountain
869,48,3451,No,17/04/2021,Manchester - Gravel
870,48,3020,No,17/09/2021,Manchester - Graval
871,50,3741,No,30/09/2021,York - Road
872,25,3574,No,21/07/2021,York - Road
873,25,4889,Yes,17/04/2021,York - Road
874,50,3729,Yes,21/06/2021,York - Road
875,29,3217,Yes,24/10/2021,York - Mountain
876,33,2565,No,31/01/2021,London - Mountain
877,27,2804,No,21/05/2021,London - Mountain
878,29,2914,No,20/01/2021,London - Mountain
879,35,2204,No,26/07/2021,London - Gravel
880,26,3597,Yes,31/10/2021,Leeds - Gravel
881,50,4780,Yes,02/04/2021,York - Road
882,42,1129,Yes,28/08/2021,York - Road
883,32,4903,No,28/03/2021,York - Road
884,29,4647,No,03/06/2021,York - Road
885,25,4300,No,05/06/2021,York - Mountain
886,29,4341,No,04/07/2021,London - Mountain
887,34,4883,Yes,01/11/2021,London - Mountain
888,39,2358,Yes,10/05/2021,London - Mountain
889,47,2636,Yes,07/06/2021,London - Gravel
890,33,3879,No,02/02/2021,Leeds - Gravel
891,36,3491,No,25/07/2021,Birmingham - Road
892,42,3037,No,04/06/2021,Leeds - Road
893,42,4580,No,09/08/2021,Birmingham - Road
894,25,3346,Yes,11/04/2021,Manchester - Road
895,35,4856,Yes,11/05/2021,Manchester - Mountain
896,46,1473,Yes,02/07/2021,York - Mountain
897,42,3803,No,22/06/2021,York - Mountain
898,47,4489,No,30/04/2021,York - Mountain
899,27,3788,No,08/03/2021,York - Gravel
900,25,4115,No,14/11/2021,York - Gravel
901,31,2599,Yes,31/10/2021,London - Road
902,36,1053,Yes,14/09/2021,London - Road
903,43,3805,Yes,29/06/2021,London - Road
904,40,2111,No,23/10/2021,London - Road
905,33,3774,No,06/04/2021,Leeds - Mountain
906,44,2643,No,30/05/2021,Birmingham - Mountain
907,26,3580,No,05/06/2021,Leeds - Mountain
908,50,4735,Yes,26/10/2021,Birmingham - Mountain
909,46,1453,Yes,07/07/2021,Manchester - Gravel
910,39,3582,Yes,29/04/2021,Manchester - Gravel
911,32,3056,No,07/07/2021,York - Rood
912,45,4695,No,21/04/2021,York - Road
913,35,2578,No,05/08/2021,York - Road
914,35,4814,No,25/09/2021,York - Road
915,36,1500,Yes,04/05/2021,York - Mountain
916,48,3875,Yes,27/02/2021,London - Mountain
917,31,3836,Yes,19/09/2021,London - Mountain
918,25,1848,No,30/01/2021,London - Mountain
919,25,4768,No,16/08/2021,London - Gravel
920,48,4989,No,04/09/2021,Leeds - Gravel
921,47,1816,No,20/05/2021,Birmingham - Road
922,28,4761,Yes,11/06/2021,Leeds - Road
923,31,4030,Yes,01/06/2021,Birmingham - Road
924,35,3679,Yes,05/11/2021,Manchester - Road
925,44,3139,No,07/07/2021,Manchester - Mountain
926,26,1271,No,17/09/2021,York - Mountain
927,38,1248,No,21/05/2021,York - Mountain
928,48,4587,No,01/04/2021,York - Mountain
929,27,2328,Yes,10/10/2021,York - Graval
930,29,2922,Yes,28/02/2021,York - Gravel
931,40,1642,Yes,08/04/2021,London - Road
932,30,1879,No,30/09/2021,London - Road
933,50,4199,No,16/04/2021,London - Road
934,43,3353,No,16/04/2021,London - Road
935,37,2429,No,08/09/2021,Leeds - Mountain
936,26,1783,Yes,11/01/2021,York - Mountain
937,27,4511,Yes,18/01/2021,York - Mountain
938,34,2704,Yes,07/04/2021,York - Mountain
939,42,4093,No,09/09/2021,York - Gravel
940,27,1615,No,21/04/2021,York - Gravel
941,43,3676,No,16/01/2021,London - Road
942,37,1161,No,11/11/2021,London - Road
943,40,3462,Yes,07/05/2021,London - Road
944,35,4837,Yes,12/11/2021,London - Road
945,39,1262,Yes,24/11/2021,Leeds - Mountain
946,27,1648,No,28/03/2021,Birmingham - Mountain
947,27,4840,No,26/10/2021,Leeds - Mountain
948,43,4646,No,11/08/2021,Birmingham - Mountain
949,49,4080,No,22/08/2021,Manchester - Gravel
950,32,2698,Yes,28/01/2021,Manchester - Gravel
951,42,2472,Yes,18/03/2021,York - Road
952,33,1623,Yes,08/04/2021,York - Road
953,31,1589,No,13/04/2021,York - Road
954,44,3500,No,27/11/2021,York - Road
955,46,4613,No,09/03/2021,York - Mountain
956,38,1946,No,01/03/2021,London - Mountain
957,37,3434,Yes,11/09/2021,London - Mountain
958,32,4159,Yes,17/09/2021,London - Mountain
959,42,2441,Yes,19/11/2021,London - Gravel
960,34,3685,No,15/09/2021,Leeds - Gravel
961,33,2827,No,27/04/2021,Birmingham - Road
962,34,1162,No,15/11/2021,Leeds - Road
963,39,4120,No,08/05/2021,Birmingham - Road
964,40,3701,Yes,19/01/2021,Manchester - Road
965,39,2580,Yes,24/01/2021,Manchester - Mountain
966,48,3085,Yes,16/05/2021,York - Mountain
967,27,3235,No,05/05/2021,York - Mountain
968,46,2660,No,12/07/2021,York - Mountain
969,43,1526,No,19/01/2021,York - Gravel
970,29,4541,No,28/03/2021,York - Gravel
971,44,3898,Yes,04/09/2021,London - Road
972,42,2680,Yes,14/01/2021,London - Road
973,38,4122,Yes,22/09/2021,London - Road
974,37,1400,No,14/03/2021,London - Rood
975,37,1773,No,27/02/2021,Leeds - Mountain
976,31,1115,No,13/03/2021,Birmingham - Mountain
977,32,4963,No,04/03/2021,Leeds - Mountain
978,48,3283,Yes,08/09/2021,Birmingham - Mountain
979,35,1295,Yes,25/02/2021,Manchester - Gravel
980,47,1017,Yes,02/02/2021,Manchester - Gravel
981,41,1013,No,13/07/2021,York - Road
982,29,4350,No,17/07/2021,York - Road
983,33,2337,No,31/08/2021,York - Road
984,45,3760,No,23/09/2021,York - Road
985,46,1291,Yes,26/01/2021,York - Mountain
986,30,2403,Yes,20/05/2021,London - Mountain
987,32,2606,Yes,22/11/2021,London - Mountain
988,36,2367,No,18/08/2021,London - Mountain
989,25,4785,No,25/10/2021,London - Gravel
990,37,1315,No,16/09/2021,Leeds - Gravel
991,35,3019,No,23/03/2021,York - Road
992,40,3050,Yes,07/10/2021,York - Rood
993,38,2353,Yes,25/09/2021,York - Road
994,30,4800,Yes,20/05/2021,York - Rowd
995,28,4337,No,17/02/2021,York - Mountain
996,42,3460,No,03/09/2021,London - Mountain
997,48,3409,No,17/01/2021,London - Mountain
998,81,2534,No,26/03/2021,London - Mountain
999,37,4312,Yes,25/05/2021,London - Gravel
1000,35,1200,Yes,18/02/2021,Leeds - Graval